repository_name,repository_url,commit_id,parent_commit_id,commit_url
apache/Hadoop,https://github.com/apache/Hadoop,4128c9522dcdc16bb3527f74a48ed1242458a165,083a05bc1420d6d6aa30d98ab48c2ed8ead5b810,https://github.com/apache/Hadoop/commit/4128c9522dcdc16bb3527f74a48ed1242458a165
neo4j/neo4j,https://github.com/neo4j/neo4j,fb18ae2465f3d6aa86ff4aee6a844b46124ed570,061656f5c3e1c3445f51c0387f2876d6c19e437d,https://github.com/neo4j/neo4j/commit/fb18ae2465f3d6aa86ff4aee6a844b46124ed570
jetty/jetty.project,https://github.com/jetty/jetty.project,95830517094ca273f4e1025439e134d89587fda4,eb04a44ca60b633bea6882cb6f4620e3975594e5,https://github.com/jetty/jetty.project/commit/95830517094ca273f4e1025439e134d89587fda4
apache/camel,https://github.com/apache/camel,740109b7ca7f8af29729c2d58488d34af72e1977,06cde2765effa3482cc315b29ab58dc9891ce2f4,https://github.com/apache/camel/commit/740109b7ca7f8af29729c2d58488d34af72e1977
cloudfoundry/uaa,https://github.com/cloudfoundry/uaa,9876586923c32b3ba8c62a0de70d2ab0c741e7e0,35791d91a10bb2cdf43168019dca7811c6a9879f,https://github.com/cloudfoundry/uaa/commit/9876586923c32b3ba8c62a0de70d2ab0c741e7e0
apache/Flink,https://github.com/apache/Flink,6035b3dd181b5143f9c95b223d2e81cdfe285bca,dbde46117f4d4020910aca6434079e7c3c0f5ec2,https://github.com/apache/Flink/commit/6035b3dd181b5143f9c95b223d2e81cdfe285bca
cloudfoundry/uaa,https://github.com/cloudfoundry/uaa,64814844eed78e81e9e770663d5656d3fb9d4cf3,90e040ead9acffdaf63ba982a05782f27940a896,https://github.com/cloudfoundry/uaa/commit/64814844eed78e81e9e770663d5656d3fb9d4cf3
cloudfoundry/uaa,https://github.com/cloudfoundry/uaa,7720e17113b2c4a7497ff62c3f5d58afdd6775c2,fbd7e469f9c4c6012a611b0ea0a46b7d972d9e04,https://github.com/cloudfoundry/uaa/commit/7720e17113b2c4a7497ff62c3f5d58afdd6775c2
apache/commons-imaging,https://github.com/apache/commons-imaging,0c2a73f8f9e9183d141d00479275e352ccbe8939,e1ce2b15bec467945295ff7113d1b630e635a418,https://github.com/apache/commons-imaging/commit/0c2a73f8f9e9183d141d00479275e352ccbe8939
cloudfoundry/uaa,https://github.com/cloudfoundry/uaa,f8e8cc67770f6c5f8753dde1c9ec13aa576257c3,aa195b51777c8eb595bd74241d6dc54908e7949c,https://github.com/cloudfoundry/uaa/commit/f8e8cc67770f6c5f8753dde1c9ec13aa576257c3
apache/Cxf,https://github.com/apache/Cxf,25b8c0e575f1f62a2746d2574fdea5772858fc60,32f21e540d83e447193181d4a0e7ccd91a0474d0,https://github.com/apache/Cxf/commit/25b8c0e575f1f62a2746d2574fdea5772858fc60
google/data-transfer-project,https://github.com/google/data-transfer-project,30c0180b900834335a8fe24fb051b2ec1e9ca2d2,3e33a07f6fd7f4bba00b72ccf883c0c270374e47,https://github.com/google/data-transfer-project/commit/30c0180b900834335a8fe24fb051b2ec1e9ca2d2
apache/shenyu,https://github.com/apache/shenyu,ef03dbc268e42b0c9ded47decaffbf4886f913d1,b573b8c000ecd96d4c9cdeebf037bfe2757355f4,https://github.com/apache/shenyu/commit/ef03dbc268e42b0c9ded47decaffbf4886f913d1
bisq-network/bisq,https://github.com/bisq-network/bisq,1e25be5bdc40073921de795191b8f7327f494e5e,b8ae566b69578405cc87b8c08c362c98abb3ac99,https://github.com/bisq-network/bisq/commit/1e25be5bdc40073921de795191b8f7327f494e5e
apache/shenyu,https://github.com/apache/shenyu,25aa30c1b095176dcc5d4febeb5d2e46e997f4a2,3fb38b32a1c5c042aa04b4bec9aed4b1e8082f5c,https://github.com/apache/shenyu/commit/25aa30c1b095176dcc5d4febeb5d2e46e997f4a2
FasterXML/jackson-dataformat-xml,https://github.com/FasterXML/jackson-dataformat-xml,5d8312bd1ffd88d22ddbd098d3b9f68990091794,ae4e96ab085ba668d07a3c2225f423db15153601,https://github.com/FasterXML/jackson-dataformat-xml/commit/5d8312bd1ffd88d22ddbd098d3b9f68990091794
cloudfoundry/uaa,https://github.com/cloudfoundry/uaa,f5a47c16b35788fef63c02b131ae6a1dff47ab90,0bcfa78a2c06ac65368aec55969a9033286b07e5,https://github.com/cloudfoundry/uaa/commit/f5a47c16b35788fef63c02b131ae6a1dff47ab90
apache/shenyu,https://github.com/apache/shenyu,ee40529d6d4d3765f5d2f34432a0b28a6a5aaa75,4585f9267051748e4a7fcefe75a8f24f6f5051f3,https://github.com/apache/shenyu/commit/ee40529d6d4d3765f5d2f34432a0b28a6a5aaa75
neo4j/neo4j,https://github.com/neo4j/neo4j,2d391918b0bac3e37b979ac0e2dda026f2328615,f18d4ef8d7698f6940c72c8c64a923fd9faac418,https://github.com/neo4j/neo4j/commit/2d391918b0bac3e37b979ac0e2dda026f2328615
cloudfoundry/uaa,https://github.com/cloudfoundry/uaa,fd2c9101b53e53609c6c474a4e9905223ef6cda5,0f7094b1f8bd868344daba631c70fa6701e1c2ed,https://github.com/cloudfoundry/uaa/commit/fd2c9101b53e53609c6c474a4e9905223ef6cda5
cloudfoundry/uaa,https://github.com/cloudfoundry/uaa,02129f8441629c50a3284636008d898184637ba0,64814844eed78e81e9e770663d5656d3fb9d4cf3,https://github.com/cloudfoundry/uaa/commit/02129f8441629c50a3284636008d898184637ba0
apache/commons-compress,https://github.com/apache/commons-compress,ddc083b442fc66bcb085cd0e6747e7c056fa0c72,eea47fac1a8adfac8de1f537dbe7c65f9e82e1ad,https://github.com/apache/commons-compress/commit/ddc083b442fc66bcb085cd0e6747e7c056fa0c72
perwendel/spark,https://github.com/perwendel/spark,2ead46571391132a7f48d0dad7032f9937e566e8,9572098489a29960295b28cb973ef5bce2803a79,https://github.com/perwendel/spark/commit/2ead46571391132a7f48d0dad7032f9937e566e8
cloudfoundry/uaa,https://github.com/cloudfoundry/uaa,74721fbfa1d9713b82e871a3bd019c995fc22ed1,8570199d0427cd4b63f6becab78d2f868aa76df5,https://github.com/cloudfoundry/uaa/commit/74721fbfa1d9713b82e871a3bd019c995fc22ed1
cloudfoundry/uaa,https://github.com/cloudfoundry/uaa,1fd0e66705bf61b0b85240ee78ce0577820defd7,59b4aae8a6f9cf8ce8e2cd9da0214e98c4d98dda,https://github.com/cloudfoundry/uaa/commit/1fd0e66705bf61b0b85240ee78ce0577820defd7
mockito/mockito,https://github.com/mockito/mockito,0bbcc7f9a0905c30340f876693d8baadc7658064,a2b745d51ac1c623dd7d7b7faf1083306014d28a,https://github.com/mockito/mockito/commit/0bbcc7f9a0905c30340f876693d8baadc7658064
INRIA/spoon,https://github.com/INRIA/spoon,c20173c3e1b790132f52f32090ad77ea22675559,0f5342e862a38c1c9875b4e23bd17cfc59663483,https://github.com/INRIA/spoon/commit/c20173c3e1b790132f52f32090ad77ea22675559
netty/netty,https://github.com/netty/netty,98a2bb62f5f4bb0b6bfc08e01ced827e06e2ea2d,c7b407e28871a01db7541df4eddd196349ce32ab,https://github.com/netty/netty/commit/98a2bb62f5f4bb0b6bfc08e01ced827e06e2ea2d
JanusGraph/janusgraph,https://github.com/JanusGraph/janusgraph,114886e46c4e5c8a1151cd202103db0673a2c228,43df5df06cf3697da19de6fc286f28905647f3f8,https://github.com/JanusGraph/janusgraph/commit/114886e46c4e5c8a1151cd202103db0673a2c228
apache/kafka,https://github.com/apache/kafka,885abbfcd40aab57acec278d976956f07be15090,f38bc0c33992ed4879ec37e0d425beadc088bbff,https://github.com/apache/kafka/commit/885abbfcd40aab57acec278d976956f07be15090
apache/Groovy,https://github.com/apache/Groovy,003d8de296e6893206b1512fac4ea87b301f0625,75696ddeeb2a731b228f4cf25f4dbc67137e3a83,https://github.com/apache/Groovy/commit/003d8de296e6893206b1512fac4ea87b301f0625
apache/camel,https://github.com/apache/camel,706b527d4d7a0ae3374da0303befdab926c6592d,28c00347e461d9daf3afd165c889aef9763a88ec,https://github.com/apache/camel/commit/706b527d4d7a0ae3374da0303befdab926c6592d
netty/netty,https://github.com/netty/netty,42e6b8fa86c86f0dfa7c4af621acf8e184094814,0740f703c1cdde0f7d6147c4131814825b83bc72,https://github.com/netty/netty/commit/42e6b8fa86c86f0dfa7c4af621acf8e184094814
Activiti/Activiti,https://github.com/Activiti/Activiti,c53b6e21051b04bc0c9f4134af0d9b4bf0371fd9,12370623f6ee0b5b0adcb1e59f604e6ba17cff17,https://github.com/Activiti/Activiti/commit/c53b6e21051b04bc0c9f4134af0d9b4bf0371fd9
javaparser/javaparser,https://github.com/javaparser/javaparser,90d6a80880254677f9d69cb732c6a20b34a26646,825977fde8d3ca0521902842a60a858d9e4f1f36,https://github.com/javaparser/javaparser/commit/90d6a80880254677f9d69cb732c6a20b34a26646
cloudfoundry/uaa,https://github.com/cloudfoundry/uaa,d4a68dd39c0588325f3f4abc594fe401a16f464b,95eddd5eb918ef52c37726b415ec979b8a0199fc,https://github.com/cloudfoundry/uaa/commit/d4a68dd39c0588325f3f4abc594fe401a16f464b
apache/kafka,https://github.com/apache/kafka,3656ad93bc7fb74138e36d39575c3b86c319577b,a421dd2a26ca140f821cd5be1a4f716cf04beb43,https://github.com/apache/kafka/commit/3656ad93bc7fb74138e36d39575c3b86c319577b
neo4j/neo4j,https://github.com/neo4j/neo4j,881ae6d9b567a9bc11e753c80f624c225f462e00,330b94fe464a22aa3f2e7e2d3b2e8e659a87e5a6,https://github.com/neo4j/neo4j/commit/881ae6d9b567a9bc11e753c80f624c225f462e00
zaproxy/zaproxy,https://github.com/zaproxy/zaproxy,9eae516713ca63ec59899ee65d1a7c9d6116419b,317219cbe90cfd0393a2a9fccee0380e9b521c74,https://github.com/zaproxy/zaproxy/commit/9eae516713ca63ec59899ee65d1a7c9d6116419b
javaparser/javaparser,https://github.com/javaparser/javaparser,7e9e791a41c7c20e6b7cc05e7c46ec842d30250b,5b9bb6f800f0259c62bb42fc7f61cd58d22fa0ab,https://github.com/javaparser/javaparser/commit/7e9e791a41c7c20e6b7cc05e7c46ec842d30250b
real-logic/aeron,https://github.com/real-logic/aeron,ad8ef95ed35af71b8ff5e7c16d67030920263a46,72d9acad01d3edc7e004737c72f67bd15fba6ca9,https://github.com/real-logic/aeron/commit/ad8ef95ed35af71b8ff5e7c16d67030920263a46
INRIA/spoon,https://github.com/INRIA/spoon,b38c8a0449626d6e410337b27a70f49aeb22e228,696125120a2a2829146c7761433856fc1576e2ac,https://github.com/INRIA/spoon/commit/b38c8a0449626d6e410337b27a70f49aeb22e228
Graylog2/graylog2-server,https://github.com/Graylog2/graylog2-server,7e19b801cf5ee81eb0f40b0027f0a5b881c4b63a,666b265ad24c1e95d588df9e18f07e1b064157e5,https://github.com/Graylog2/graylog2-server/commit/7e19b801cf5ee81eb0f40b0027f0a5b881c4b63a
apache/Flink,https://github.com/apache/Flink,1702c9e4f4be0f8c6c482601cd1e1029ab8a0a16,d4c483fadd3df32045fbb2ee117d0a6eeab9276e,https://github.com/apache/Flink/commit/1702c9e4f4be0f8c6c482601cd1e1029ab8a0a16
INRIA/spoon,https://github.com/INRIA/spoon,ba08f6e6f571b33c8b5ce644bf1f37489ede0c1f,3691f45d27dc2627cc34e4bea2474f0e1eb2d8fe,https://github.com/INRIA/spoon/commit/ba08f6e6f571b33c8b5ce644bf1f37489ede0c1f
INRIA/spoon,https://github.com/INRIA/spoon,4026783d99c7be6d9cb620b86cf565d28f62e607,295b9db70c95bab237577cf0a4f663c141a8c1c0,https://github.com/INRIA/spoon/commit/4026783d99c7be6d9cb620b86cf565d28f62e607
apache/Flink,https://github.com/apache/Flink,ffa44909bc3d129a0504da790da67af900c71923,8e5213c19667f23d6b9c63524e7216bcebf396a2,https://github.com/apache/Flink/commit/ffa44909bc3d129a0504da790da67af900c71923
Activiti/Activiti,https://github.com/Activiti/Activiti,45f8e4e20f6280a6f24e933099a611d3ebbdae39,c281883eabc6b5fc0609b8c51cc0a93d288ccac5,https://github.com/Activiti/Activiti/commit/45f8e4e20f6280a6f24e933099a611d3ebbdae39
INRIA/spoon,https://github.com/INRIA/spoon,d7eb34d990d63eb329b8b4c7941142e77ab873cb,e938d07e890f0cebd063d0e86a6252367fdfcff6,https://github.com/INRIA/spoon/commit/d7eb34d990d63eb329b8b4c7941142e77ab873cb
cloudfoundry/uaa,https://github.com/cloudfoundry/uaa,874c62dabb396c3444c1239cc87732ff5460d5a7,cae7afd4e4654b4c23472aa822c4eef07d11702a,https://github.com/cloudfoundry/uaa/commit/874c62dabb396c3444c1239cc87732ff5460d5a7
apache/wicket,https://github.com/apache/wicket,992b05b436f8093210a9eadf8e3f100ed32fac83,5abe243225b1b5b2c5d73f3cc97f4f2552164539,https://github.com/apache/wicket/commit/992b05b436f8093210a9eadf8e3f100ed32fac83
vespa-engine/vespa,https://github.com/vespa-engine/vespa,ffe98fb6393899242d1e3facc3e35a0cbcd5fb7e,9a8cadbc2a131bd406e5c7fe8794e3e55b9390eb,https://github.com/vespa-engine/vespa/commit/ffe98fb6393899242d1e3facc3e35a0cbcd5fb7e
neo4j/neo4j,https://github.com/neo4j/neo4j,8f951092fc7aced16f3e1a922cc4d1d8537a611a,a17871441e3c2e83579a168de390f52210cf5318,https://github.com/neo4j/neo4j/commit/8f951092fc7aced16f3e1a922cc4d1d8537a611a
INRIA/spoon,https://github.com/INRIA/spoon,96b1c0968281f4c1b3da86f0258ed0f1c2311724,b00dad3a6a79b4a198ef3dd0a952958ea722ff7b,https://github.com/INRIA/spoon/commit/96b1c0968281f4c1b3da86f0258ed0f1c2311724
FasterXML/jackson-dataformat-xml,https://github.com/FasterXML/jackson-dataformat-xml,5de2c95b2191d939b9aeeade0c1361d9e5fbec78,cc9fa1ebf89fd034597e35a7f4c75a3c44db1dfc,https://github.com/FasterXML/jackson-dataformat-xml/commit/5de2c95b2191d939b9aeeade0c1361d9e5fbec78
apache/struts,https://github.com/apache/struts,2a60c1eee69f976a6e20f20add04cdc39b757ead,f2ad93a0d64b127829e8777a06af4c20dcd7af85,https://github.com/apache/struts/commit/2a60c1eee69f976a6e20f20add04cdc39b757ead
cloudfoundry/uaa,https://github.com/cloudfoundry/uaa,1990e6c41a151f7e6719f8956668dc8bcd9abd4c,5c98f2cf5f9112256591f2f973b598d3eda95d2e,https://github.com/cloudfoundry/uaa/commit/1990e6c41a151f7e6719f8956668dc8bcd9abd4c
apache/shenyu,https://github.com/apache/shenyu,0303b41e8a75dfb1301fbe1615bf79edd26ada31,14129eaf6c780324a54a2d3e0dcfc66b52eddcbd,https://github.com/apache/shenyu/commit/0303b41e8a75dfb1301fbe1615bf79edd26ada31
Activiti/Activiti,https://github.com/Activiti/Activiti,f89200b1006f89f4afab6a7987c7a1e6f43bf088,ba61c92e48f7d5cbfbb5c16f0aadeedd070ae884,https://github.com/Activiti/Activiti/commit/f89200b1006f89f4afab6a7987c7a1e6f43bf088
neo4j/neo4j,https://github.com/neo4j/neo4j,631c4ddf8e0a62c70ec1da2b26494d8b9366a4fc,8e630faf81a717406741008651b460bb9eb96fd9,https://github.com/neo4j/neo4j/commit/631c4ddf8e0a62c70ec1da2b26494d8b9366a4fc
apache/jmeter,https://github.com/apache/jmeter,ac6f01ab2ba945ea07ed3465b7bdcb972e648485,8364ccdbbdaff613e87985ef91a636bf6fe7e803,https://github.com/apache/jmeter/commit/ac6f01ab2ba945ea07ed3465b7bdcb972e648485
cloudfoundry/uaa,https://github.com/cloudfoundry/uaa,450a137201e37a9cbe010901890c137ee77d3582,75534b6891990eab3205c2bab83db207aed37b4e,https://github.com/cloudfoundry/uaa/commit/450a137201e37a9cbe010901890c137ee77d3582
cloudfoundry/uaa,https://github.com/cloudfoundry/uaa,388d4f20b4edc533285e3d988e49de0c70cc4ef0,a3928dcd481a7ea60f71daded813e53c55c658e9,https://github.com/cloudfoundry/uaa/commit/388d4f20b4edc533285e3d988e49de0c70cc4ef0
apache/ignite,https://github.com/apache/ignite,5eeaa387cf4597f58cb73c6ada009bd2f5cc5e97,b37c3f8ea5ca84011109db1759400499ed1eaadf,https://github.com/apache/ignite/commit/5eeaa387cf4597f58cb73c6ada009bd2f5cc5e97
apache/Flink,https://github.com/apache/Flink,2d02c27fe8ac283329d21dc6173c7ed95a50543e,0787073790835ad3d36065cd0ff7362a3d909905,https://github.com/apache/Flink/commit/2d02c27fe8ac283329d21dc6173c7ed95a50543e
Activiti/Activiti,https://github.com/Activiti/Activiti,1942b955549ce67698c9df44c256817c9593f974,f92d6d3853db14b46232c9f97f9d04dbd0857f31,https://github.com/Activiti/Activiti/commit/1942b955549ce67698c9df44c256817c9593f974
cloudfoundry/uaa,https://github.com/cloudfoundry/uaa,6f1c01b665096ea77d49f134e0e92ad28a23cd27,50869d4c8a41dae7ad5b3aff671356c9fce42490,https://github.com/cloudfoundry/uaa/commit/6f1c01b665096ea77d49f134e0e92ad28a23cd27
apache/Cxf,https://github.com/apache/Cxf,1fc25ea2bcefd89cceb70ffe25b2f91b400ea232,a8859f4744c980a2456414da10a00199773f6010,https://github.com/apache/Cxf/commit/1fc25ea2bcefd89cceb70ffe25b2f91b400ea232
cloudfoundry/uaa,https://github.com/cloudfoundry/uaa,62383c2f9b1ea4ddfd9fe86cf8bf8a7e2f91dac2,3113f887c2bad0f1aa3a87646449693ffef48cf2,https://github.com/cloudfoundry/uaa/commit/62383c2f9b1ea4ddfd9fe86cf8bf8a7e2f91dac2
dropwizard/dropwizard,https://github.com/dropwizard/dropwizard,f60425e7e3f82e8cbbc242560b2b9c8a94295307,274f13dd58224d548cb16d422dad69b18d549242,https://github.com/dropwizard/dropwizard/commit/f60425e7e3f82e8cbbc242560b2b9c8a94295307
jenkinsci/jenkins,https://github.com/jenkinsci/jenkins,db7f9b50f4ce2a27b03bb3f33d2048855ab8ba47,d73dbef8cd9573b032bcd2ee3a9a58d083a6f12d,https://github.com/jenkinsci/jenkins/commit/db7f9b50f4ce2a27b03bb3f33d2048855ab8ba47
apache/Hadoop,https://github.com/apache/Hadoop,8572a5a14b999a866fa64ce32ee20078ffefdb1e,f4c523b69ba55b1fd35e8995c3011a9f546ac835,https://github.com/apache/Hadoop/commit/8572a5a14b999a866fa64ce32ee20078ffefdb1e
cloudfoundry/uaa,https://github.com/cloudfoundry/uaa,eece6a3f237da47bc2b3452953d8ac9f0f80fba1,e4333e0d2604543587cb97587b994fcaca0535b9,https://github.com/cloudfoundry/uaa/commit/eece6a3f237da47bc2b3452953d8ac9f0f80fba1
JanusGraph/janusgraph,https://github.com/JanusGraph/janusgraph,152c1012a755529a664307390946e7d01397eac4,42372ba9c8de770ffb3f786d27f3a45923b7f6f0,https://github.com/JanusGraph/janusgraph/commit/152c1012a755529a664307390946e7d01397eac4
INRIA/spoon,https://github.com/INRIA/spoon,848f03fb622c41f0c9c1838951fd3b009784e75f,c28f1092ae1c98344b00e7e3954530390f743af7,https://github.com/INRIA/spoon/commit/848f03fb622c41f0c9c1838951fd3b009784e75f
apache/dubbo,https://github.com/apache/dubbo,fdb4b21f9a8ada06c54467a3089653c592209601,237042cbb518ec8647e430dd7db4967f063b171a,https://github.com/apache/dubbo/commit/fdb4b21f9a8ada06c54467a3089653c592209601
cloudfoundry/uaa,https://github.com/cloudfoundry/uaa,f8017a73eaee94ccf494399f762ae134e1f75687,ca0d338edfb05df71c6a5646a42425f14ec37181,https://github.com/cloudfoundry/uaa/commit/f8017a73eaee94ccf494399f762ae134e1f75687
neo4j/neo4j,https://github.com/neo4j/neo4j,45ce98890f14f44aea720fe0577c8a7b6f3c5dc7,ab9af6e6785e6a6303e0cd1995d7ab733dc28a29,https://github.com/neo4j/neo4j/commit/45ce98890f14f44aea720fe0577c8a7b6f3c5dc7
openzipkin/zipkin,https://github.com/openzipkin/zipkin,6bfc39b2969c8d40320aab78b420f4a6cbff8589,6d6ba014c967c48ac7e9348556677de2a27a7965,https://github.com/openzipkin/zipkin/commit/6bfc39b2969c8d40320aab78b420f4a6cbff8589
Activiti/Activiti,https://github.com/Activiti/Activiti,0cec68ac9ee9b5d65d601dcab7907a1d698b68a8,94181d8a6029bb1bf6e3a74b5c7027f4231ebffb,https://github.com/Activiti/Activiti/commit/0cec68ac9ee9b5d65d601dcab7907a1d698b68a8
real-logic/aeron,https://github.com/real-logic/aeron,18eee2f881898993f4dd5139a6ed07e49da6981a,c6985c882eb227e0f1b4684dfb30119a00fa87dc,https://github.com/real-logic/aeron/commit/18eee2f881898993f4dd5139a6ed07e49da6981a
apache/Flink,https://github.com/apache/Flink,4467ad05bb9823d90be770d5e1c36989f3905d1b,6dcb10abf319b9e5494a82bee71f1ae1a4e4b211,https://github.com/apache/Flink/commit/4467ad05bb9823d90be770d5e1c36989f3905d1b
cloudfoundry/uaa,https://github.com/cloudfoundry/uaa,889258ada1fe5b775aadc5e1ed8b420ca4e3aa83,f28f65a84054cbfac76bc4cd0fcb9b06b1aeca9e,https://github.com/cloudfoundry/uaa/commit/889258ada1fe5b775aadc5e1ed8b420ca4e3aa83
cloudfoundry/uaa,https://github.com/cloudfoundry/uaa,88c27d5ebea897006e5db680fbdecf78c54da5a9,00b21ecd53a2ba6c1a5f53456cd6a5c87ebcafc2,https://github.com/cloudfoundry/uaa/commit/88c27d5ebea897006e5db680fbdecf78c54da5a9
